frame,time,direction,hex,raw_packet,packet
2251,33.907714,D->H,,-,-
2252,34.116349,H->D,0c2a0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 42, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2253,34.116393,H->D,,-,-
2254,34.116450,D->H,412a82020100000b88140000e6ffffffc8140000e6ffffff2c150000440000004d0d04006f7e3303fa00777e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 42, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\x88\x14\0\0\xe6\xff\xff\xff\xc8\x14\0\0\xe6\xff\xff\xff,\x15\0\0D\0\0\0M\r\x04\0o~3\x03\xfa\0w~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.005256, ibus_a: -2.6e-5, power_w: -1.36656e-7, vbus_avg_v: 0.00532, ibus_avg_a: -2.6e-5, temp_c: 26.0, vdp_v: 0.0819, vdm_v: 0.025, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2367, cc2_avg_v: 0.3232, internal_vdd_v: 3.2375, sample_rate: Sps1 })"
2255,34.116974,D->H,,-,-
2256,34.326333,H->D,0c2b0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 43, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2257,34.326375,H->D,,-,-
2258,34.326444,D->H,412b82020100000b88140000e6ffffffc8140000e6ffffff2c150000440000004d0d04006f7e3303fa00777e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 43, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\x88\x14\0\0\xe6\xff\xff\xff\xc8\x14\0\0\xe6\xff\xff\xff,\x15\0\0D\0\0\0M\r\x04\0o~3\x03\xfa\0w~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.005256, ibus_a: -2.6e-5, power_w: -1.36656e-7, vbus_avg_v: 0.00532, ibus_avg_a: -2.6e-5, temp_c: 26.0, vdp_v: 0.0819, vdm_v: 0.025, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2367, cc2_avg_v: 0.3232, internal_vdd_v: 3.2375, sample_rate: Sps1 })"
2259,34.326870,D->H,,-,-
2260,34.536313,H->D,0c2c0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 44, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2261,34.536359,H->D,,-,-
2262,34.536416,D->H,412c82020100000b88140000e6ffffffc8140000e6ffffff2c150000440000004d0d0400707e3303fa00787e0080a40c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 44, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\x88\x14\0\0\xe6\xff\xff\xff\xc8\x14\0\0\xe6\xff\xff\xff,\x15\0\0D\0\0\0M\r\x04\0p~3\x03\xfa\0x~\0\x80\xa4\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.005256, ibus_a: -2.6e-5, power_w: -1.36656e-7, vbus_avg_v: 0.00532, ibus_avg_a: -2.6e-5, temp_c: 26.0, vdp_v: 0.0819, vdm_v: 0.025, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2368, cc2_avg_v: 0.3236, internal_vdd_v: 3.2376, sample_rate: Sps1 })"
2263,34.536941,D->H,,-,-
2264,34.751257,H->D,0c2d0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 45, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2265,34.751307,H->D,,-,-
2266,34.751363,D->H,412d82020100000b3a140000eeffffffc8140000e6ffffff2c150000440000004b0d0400707e3303fa00787e0080a40c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 45, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b"":\x14\0\0\xee\xff\xff\xff\xc8\x14\0\0\xe6\xff\xff\xff,\x15\0\0D\0\0\0K\r\x04\0p~3\x03\xfa\0x~\0\x80\xa4\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.005178, ibus_a: -1.8e-5, power_w: -9.3204e-8, vbus_avg_v: 0.00532, ibus_avg_a: -2.6e-5, temp_c: 26.0, vdp_v: 0.0819, vdm_v: 0.025, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2368, cc2_avg_v: 0.3236, internal_vdd_v: 3.2376, sample_rate: Sps1 })"
2267,34.752234,D->H,,-,-
2268,34.956307,H->D,0c2e0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 46, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2269,34.956341,H->D,,-,-
2270,34.956408,D->H,412e82020100000b3a140000eeffffffc8140000e6ffffff2c150000440000004b0d0400747e3403fb007c7e0080a40c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 46, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b"":\x14\0\0\xee\xff\xff\xff\xc8\x14\0\0\xe6\xff\xff\xff,\x15\0\0D\0\0\0K\r\x04\0t~4\x03\xfb\0|~\0\x80\xa4\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.005178, ibus_a: -1.8e-5, power_w: -9.3204e-8, vbus_avg_v: 0.00532, ibus_avg_a: -2.6e-5, temp_c: 26.0, vdp_v: 0.082, vdm_v: 0.0251, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2372, cc2_avg_v: 0.3236, internal_vdd_v: 3.238, sample_rate: Sps1 })"
2271,34.956906,D->H,,-,-
2272,35.156679,H->D,0c2f0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 47, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2273,35.156721,H->D,,-,-
2274,35.156775,D->H,412f82020100000ba8130000d6fffffff1130000e2ffffff5514000040000000490d0400747e3403fb007c7e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 47, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\xa8\x13\0\0\xd6\xff\xff\xff\xf1\x13\0\0\xe2\xff\xff\xffU\x14\0\0@\0\0\0I\r\x04\0t~4\x03\xfb\0|~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.005032, ibus_a: -4.2e-5, power_w: -2.11344e-7, vbus_avg_v: 0.005105, ibus_avg_a: -3e-5, temp_c: 26.0, vdp_v: 0.082, vdm_v: 0.0251, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2372, cc2_avg_v: 0.3232, internal_vdd_v: 3.238, sample_rate: Sps1 })"
2275,35.156968,D->H,,-,-
2276,35.366332,H->D,0c300200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 48, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2277,35.366396,H->D,,-,-
2278,35.366440,D->H,413082020100000ba8130000d6fffffff1130000e2ffffff5514000040000000490d0400747e3403fb007c7e0080a40c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 48, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\xa8\x13\0\0\xd6\xff\xff\xff\xf1\x13\0\0\xe2\xff\xff\xffU\x14\0\0@\0\0\0I\r\x04\0t~4\x03\xfb\0|~\0\x80\xa4\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.005032, ibus_a: -4.2e-5, power_w: -2.11344e-7, vbus_avg_v: 0.005105, ibus_avg_a: -3e-5, temp_c: 26.0, vdp_v: 0.082, vdm_v: 0.0251, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2372, cc2_avg_v: 0.3236, internal_vdd_v: 3.238, sample_rate: Sps1 })"
2279,35.366954,D->H,,-,-
2280,35.576265,H->D,0c310200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 49, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2281,35.576302,H->D,,-,-
2282,35.576357,D->H,413182020100000b47130000eafffffff1130000e2ffffff55140000400000004a0d0400717e3303fb00797e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 49, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""G\x13\0\0\xea\xff\xff\xff\xf1\x13\0\0\xe2\xff\xff\xffU\x14\0\0@\0\0\0J\r\x04\0q~3\x03\xfb\0y~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004935, ibus_a: -2.2e-5, power_w: -1.0857e-7, vbus_avg_v: 0.005105, ibus_avg_a: -3e-5, temp_c: 26.0, vdp_v: 0.0819, vdm_v: 0.0251, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2369, cc2_avg_v: 0.3232, internal_vdd_v: 3.2377, sample_rate: Sps1 })"
2283,35.576649,D->H,,-,-
2284,35.786280,H->D,0c320200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 50, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2285,35.786322,H->D,,-,-
2286,35.786385,D->H,413282020100000b47130000eafffffff1130000e2ffffff55140000400000004a0d0400717e3303fb00797e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 50, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""G\x13\0\0\xea\xff\xff\xff\xf1\x13\0\0\xe2\xff\xff\xffU\x14\0\0@\0\0\0J\r\x04\0q~3\x03\xfb\0y~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004935, ibus_a: -2.2e-5, power_w: -1.0857e-7, vbus_avg_v: 0.005105, ibus_avg_a: -3e-5, temp_c: 26.0, vdp_v: 0.0819, vdm_v: 0.0251, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2369, cc2_avg_v: 0.3232, internal_vdd_v: 3.2377, sample_rate: Sps1 })"
2287,35.786935,D->H,,-,-
2288,35.996318,H->D,0c330200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 51, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2289,35.996355,H->D,,-,-
2290,35.996409,D->H,413382020100000b47130000eafffffff1130000e2ffffff55140000400000004a0d04006f7e3303fb00777e0080a40c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 51, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""G\x13\0\0\xea\xff\xff\xff\xf1\x13\0\0\xe2\xff\xff\xffU\x14\0\0@\0\0\0J\r\x04\0o~3\x03\xfb\0w~\0\x80\xa4\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004935, ibus_a: -2.2e-5, power_w: -1.0857e-7, vbus_avg_v: 0.005105, ibus_avg_a: -3e-5, temp_c: 26.0, vdp_v: 0.0819, vdm_v: 0.0251, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2367, cc2_avg_v: 0.3236, internal_vdd_v: 3.2375, sample_rate: Sps1 })"
2291,35.996714,D->H,,-,-
2292,36.206401,H->D,0c340200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 52, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2293,36.206449,H->D,,-,-
2294,36.206500,D->H,413482020100000b241300001200000035130000feffffff991300005c000000490d04006f7e3303fb00777e0080a40c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 52, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""$\x13\0\0\x12\0\0\05\x13\0\0\xfe\xff\xff\xff\x99\x13\0\0\\\0\0\0I\r\x04\0o~3\x03\xfb\0w~\0\x80\xa4\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.0049, ibus_a: 1.8e-5, power_w: 8.82e-8, vbus_avg_v: 0.004917, ibus_avg_a: -2e-6, temp_c: 26.0, vdp_v: 0.0819, vdm_v: 0.0251, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2367, cc2_avg_v: 0.3236, internal_vdd_v: 3.2375, sample_rate: Sps1 })"
2295,36.207021,D->H,,-,-
2296,36.416333,H->D,0c350200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 53, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2297,36.416374,H->D,,-,-
2298,36.416434,D->H,413582020100000b241300001200000035130000feffffff991300005c000000490d04006f7e3303f900777e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 53, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""$\x13\0\0\x12\0\0\05\x13\0\0\xfe\xff\xff\xff\x99\x13\0\0\\\0\0\0I\r\x04\0o~3\x03\xf9\0w~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.0049, ibus_a: 1.8e-5, power_w: 8.82e-8, vbus_avg_v: 0.004917, ibus_avg_a: -2e-6, temp_c: 26.0, vdp_v: 0.0819, vdm_v: 0.0249, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2367, cc2_avg_v: 0.3232, internal_vdd_v: 3.2375, sample_rate: Sps1 })"
2299,36.416832,D->H,,-,-
2300,36.626318,H->D,0c360200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 54, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2301,36.626350,H->D,,-,-
2302,36.626406,D->H,413682020100000b52120000eeffffff35130000feffffff991300005c000000490d04006f7e3303f900777e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 54, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""R\x12\0\0\xee\xff\xff\xff5\x13\0\0\xfe\xff\xff\xff\x99\x13\0\0\\\0\0\0I\r\x04\0o~3\x03\xf9\0w~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.00469, ibus_a: -1.8e-5, power_w: -8.442e-8, vbus_avg_v: 0.004917, ibus_avg_a: -2e-6, temp_c: 26.0, vdp_v: 0.0819, vdm_v: 0.0249, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2367, cc2_avg_v: 0.3232, internal_vdd_v: 3.2375, sample_rate: Sps1 })"
2303,36.626773,D->H,,-,-
2304,36.836338,H->D,0c370200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 55, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2305,36.836394,H->D,,-,-
2306,36.836462,D->H,413782020100000b52120000eeffffff35130000feffffff991300005c000000490d04006f7e3303f900777e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 55, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""R\x12\0\0\xee\xff\xff\xff5\x13\0\0\xfe\xff\xff\xff\x99\x13\0\0\\\0\0\0I\r\x04\0o~3\x03\xf9\0w~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.00469, ibus_a: -1.8e-5, power_w: -8.442e-8, vbus_avg_v: 0.004917, ibus_avg_a: -2e-6, temp_c: 26.0, vdp_v: 0.0819, vdm_v: 0.0249, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2367, cc2_avg_v: 0.3232, internal_vdd_v: 3.2375, sample_rate: Sps1 })"
2307,36.836842,D->H,,-,-
2308,37.046335,H->D,0c380200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 56, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2309,37.046385,H->D,,-,-
2310,37.046448,D->H,413882020100000b52120000eeffffff35130000feffffff991300005c000000490d04006d7e3203f900757e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 56, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""R\x12\0\0\xee\xff\xff\xff5\x13\0\0\xfe\xff\xff\xff\x99\x13\0\0\\\0\0\0I\r\x04\0m~2\x03\xf9\0u~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.00469, ibus_a: -1.8e-5, power_w: -8.442e-8, vbus_avg_v: 0.004917, ibus_avg_a: -2e-6, temp_c: 26.0, vdp_v: 0.0818, vdm_v: 0.0249, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2365, cc2_avg_v: 0.3232, internal_vdd_v: 3.2373, sample_rate: Sps1 })"
2311,37.046929,D->H,,-,-
2312,37.256490,H->D,0c390200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 57, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2313,37.256528,H->D,,-,-
2314,37.256584,D->H,413982020100000b10120000feffffff31120000f6ffffff9512000054000000490d04006d7e3203f900757e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 57, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\x10\x12\0\0\xfe\xff\xff\xff1\x12\0\0\xf6\xff\xff\xff\x95\x12\0\0T\0\0\0I\r\x04\0m~2\x03\xf9\0u~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004624, ibus_a: -2e-6, power_w: -9.248e-9, vbus_avg_v: 0.004657, ibus_avg_a: -1e-5, temp_c: 26.0, vdp_v: 0.0818, vdm_v: 0.0249, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2365, cc2_avg_v: 0.3232, internal_vdd_v: 3.2373, sample_rate: Sps1 })"
2315,37.256849,D->H,,-,-
2316,37.475326,H->D,0c3a0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 58, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2317,37.475363,H->D,,-,-
2318,37.475420,D->H,413a82020100000b10120000feffffff31120000f6ffffff9512000054000000490d04006f7e3203fa00777e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 58, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\x10\x12\0\0\xfe\xff\xff\xff1\x12\0\0\xf6\xff\xff\xff\x95\x12\0\0T\0\0\0I\r\x04\0o~2\x03\xfa\0w~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004624, ibus_a: -2e-6, power_w: -9.248e-9, vbus_avg_v: 0.004657, ibus_avg_a: -1e-5, temp_c: 26.0, vdp_v: 0.0818, vdm_v: 0.025, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2367, cc2_avg_v: 0.3232, internal_vdd_v: 3.2375, sample_rate: Sps1 })"
2319,37.477198,D->H,,-,-
2320,37.676470,H->D,0c3b0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 59, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2321,37.676532,H->D,,-,-
2322,37.676590,D->H,413b82020100000b53110000eaffffff31120000f6ffffff9512000054000000480d04006f7e3203fa00777e0080a00c51001900,"Data { header: DataHeader { packet_type: 65, flag: false, id: 59, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""S\x11\0\0\xea\xff\xff\xff1\x12\0\0\xf6\xff\xff\xff\x95\x12\0\0T\0\0\0H\r\x04\0o~2\x03\xfa\0w~\0\x80\xa0\x0cQ\0\x19\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004435, ibus_a: -2.2e-5, power_w: -9.756999999999999e-8, vbus_avg_v: 0.004657, ibus_avg_a: -1e-5, temp_c: 26.0, vdp_v: 0.0818, vdm_v: 0.025, vdp_avg_v: 0.0081, vdm_avg_v: 0.0025, cc1_v: 0.0004, cc2_v: 3.2367, cc2_avg_v: 0.3232, internal_vdd_v: 3.2375, sample_rate: Sps1 })"
2323,37.677171,D->H,,-,-
2324,37.886413,H->D,0c3c0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 60, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2325,37.886456,H->D,,-,-
2326,37.886520,D->H,413c82020100000b53110000eaffffff31120000f6ffffff9512000054000000480d04006f7e3203fa00777e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 60, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""S\x11\0\0\xea\xff\xff\xff1\x12\0\0\xf6\xff\xff\xff\x95\x12\0\0T\0\0\0H\r\x04\0o~2\x03\xfa\0w~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004435, ibus_a: -2.2e-5, power_w: -9.756999999999999e-8, vbus_avg_v: 0.004657, ibus_avg_a: -1e-5, temp_c: 26.0, vdp_v: 0.0818, vdm_v: 0.025, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2367, cc2_avg_v: 0.3232, internal_vdd_v: 3.2375, sample_rate: Sps1 })"
2327,37.886868,D->H,,-,-
2328,38.096398,H->D,0c3d0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 61, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2329,38.096445,H->D,,-,-
2330,38.096498,D->H,413d82020100000b401100000a00000049110000faffffffad11000058000000470d0400707e3203fd00787e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 61, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""@\x11\0\0\n\0\0\0I\x11\0\0\xfa\xff\xff\xff\xad\x11\0\0X\0\0\0G\r\x04\0p~2\x03\xfd\0x~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004416, ibus_a: 1e-5, power_w: 4.416e-8, vbus_avg_v: 0.004425, ibus_avg_a: -6e-6, temp_c: 26.0, vdp_v: 0.0818, vdm_v: 0.0253, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2368, cc2_avg_v: 0.3232, internal_vdd_v: 3.2376, sample_rate: Sps1 })"
2331,38.097019,D->H,,-,-
2332,38.306418,H->D,0c3e0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 62, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2333,38.306478,H->D,,-,-
2334,38.306521,D->H,413e82020100000b401100000a00000049110000faffffffad11000058000000470d0400707e3203fd00787e0080a40c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 62, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""@\x11\0\0\n\0\0\0I\x11\0\0\xfa\xff\xff\xff\xad\x11\0\0X\0\0\0G\r\x04\0p~2\x03\xfd\0x~\0\x80\xa4\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004416, ibus_a: 1e-5, power_w: 4.416e-8, vbus_avg_v: 0.004425, ibus_avg_a: -6e-6, temp_c: 26.0, vdp_v: 0.0818, vdm_v: 0.0253, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2368, cc2_avg_v: 0.3236, internal_vdd_v: 3.2376, sample_rate: Sps1 })"
2335,38.307004,D->H,,-,-
2336,38.516428,H->D,0c3f0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 63, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2337,38.516473,H->D,,-,-
2338,38.516524,D->H,413f82020100000b401100000a00000049110000faffffffad11000058000000470d04006e7e3203fa00767e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 63, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""@\x11\0\0\n\0\0\0I\x11\0\0\xfa\xff\xff\xff\xad\x11\0\0X\0\0\0G\r\x04\0n~2\x03\xfa\0v~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004416, ibus_a: 1e-5, power_w: 4.416e-8, vbus_avg_v: 0.004425, ibus_avg_a: -6e-6, temp_c: 26.0, vdp_v: 0.0818, vdm_v: 0.025, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2366, cc2_avg_v: 0.3232, internal_vdd_v: 3.2374, sample_rate: Sps1 })"
2339,38.516930,D->H,,-,-
2340,38.726494,H->D,0c400200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 64, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2341,38.726533,H->D,,-,-
2342,38.726589,D->H,414082020100000b61110000f6ffffff49110000faffffffad11000058000000470d04006e7e3203fa00767e0080a00c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 64, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""a\x11\0\0\xf6\xff\xff\xffI\x11\0\0\xfa\xff\xff\xff\xad\x11\0\0X\0\0\0G\r\x04\0n~2\x03\xfa\0v~\0\x80\xa0\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004449, ibus_a: -1e-5, power_w: -4.4490000000000003e-8, vbus_avg_v: 0.004425, ibus_avg_a: -6e-6, temp_c: 26.0, vdp_v: 0.0818, vdm_v: 0.025, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2366, cc2_avg_v: 0.3232, internal_vdd_v: 3.2374, sample_rate: Sps1 })"
2343,38.727093,D->H,,-,-
2344,38.936395,H->D,0c410200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 65, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
2345,38.936441,H->D,,-,-
